GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,CTY_SUBA,PLACEA,TRACTA,TRBL_CTA,TRBL_BGA,BLCK_GRPA,C_CITYA,TRUSTA,RES_ONLYA,AIANHHA,TRBL_SUBA,ANRCA,MSA_CMSAA,PMSAA,NECMAA,URB_AREAA,URBRURALA,CD106A,CD108A,CD109A,ZIP3A,ZCTAA,NAME,GV5001,GV5002,GV5003,GV5004,GV5005,GV5006,GV5007,GV5008,GV5009,GV5010,GV5011,GV5012,GV5013,GV5014,GV5015,GV5016,GV5017,GV5018,GV5019,GV5020,GV5021,GV5022,GV5023,GV5024,GV5025,GV5026,GV5027,GV5028,GV5029,GV5030,GV5031,GV5032,GV5033,GV5034,GV5035,GV5036,GV5037,GV5038,GV5039,GV5040,GV5041,GV5042,GV5043,GV5044,GV5045,GV5046,GV5047,GV5048,GV5049,GV5050,GV5051,GV5052,GV5053,GV5054,GV5055,GV5056,GV5057,GV5058,GV5059,GV5060,GV5061,GV5062,GV5063,GV5064,GV5065,GV5066,GV5067,GV5068,GV5069,GV5070,GV5071
"G1300450","2000","3","5","Georgia","13","Carroll","045",,,,,,,,,,,,,"0520","9999","9999",,,,,,,,"Carroll County",29,0,0,0,45,14,0,19,25,27,0,17,348,41,108,0,73,0,0,34,27,73,894,22,6940,0,1016,11,864,224,5103,0,58,19,54,9,0,8459,0,1175,7,34,0,0,0,0,0,376,0,373,38,58,16,66,1486,1444,0,10,32,0,0,487,249,32,53,22,19284,308,176,0,19933
"G1300470","2000","3","5","Georgia","13","Catoosa","047",,,,,,,,,,,,,"1560","9999","9999",,,,,,,,"Catoosa County",0,0,0,0,39,0,0,0,52,0,9,8,141,0,63,0,0,0,0,29,0,93,1196,0,4531,0,491,17,652,138,3985,0,76,0,55,0,0,5931,0,746,0,9,0,0,0,0,7,59,0,228,29,0,110,28,865,933,0,20,12,0,0,6,168,35,0,45,11747,172,21,0,6261
"G1300490","2000","3","5","Georgia","13","Charlton","049",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Charlton County",0,0,0,0,3,0,0,0,0,0,0,2,7,0,35,0,17,0,0,0,12,0,47,0,632,0,71,0,104,19,405,0,0,0,30,0,0,665,0,120,0,0,0,0,0,0,0,13,0,46,10,0,0,0,64,123,0,0,0,0,0,40,29,0,0,0,2144,3,8,0,2230
"G1300510","2000","3","5","Georgia","13","Chatham","051",,,,,,,,,,,,,"7520","9999","9999",,,,,,,,"Chatham County",58,0,15,4,573,74,8,33,698,0,124,17,1027,0,419,0,45,120,0,283,209,327,2111,84,19051,8,1630,176,4337,876,18504,0,843,36,505,0,221,19059,11,4845,21,232,0,0,22,31,25,1033,30,2435,192,111,971,70,4441,5447,26,45,195,8,0,3127,1030,372,91,172,19241,790,916,30,91171
"G1300530","2000","3","5","Georgia","13","Chattahoochee","053",,,,,,,,,,,,,"1800","9999","9999",,,,,,,,"Chattahoochee County",0,0,0,0,7,0,0,35,44,0,0,0,49,0,9,0,6,16,0,18,14,32,109,0,670,0,187,2,301,109,1756,7,64,0,46,0,0,1598,10,484,0,26,0,0,25,0,10,160,8,227,20,5,32,17,215,241,0,0,73,0,0,238,91,14,0,0,1194,82,260,2,6634
"G1300550","2000","3","5","Georgia","13","Chattooga","055",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Chattooga County",0,0,0,0,8,0,0,5,0,1,0,0,120,0,7,0,0,12,0,24,0,0,241,0,1840,0,142,0,213,7,953,0,8,0,9,0,0,1996,0,106,0,0,0,0,0,0,2,28,0,31,18,0,50,0,306,206,0,0,0,0,0,40,33,59,0,5,5447,181,7,0,4202
"G1300570","2000","3","5","Georgia","13","Cherokee","057",,,,,,,,,,,,,"0520","9999","9999",,,,,,,,"Cherokee County",98,0,16,0,560,81,0,52,275,0,87,56,1007,0,333,10,89,78,31,234,145,394,2255,46,19071,0,1499,206,3862,704,18104,0,418,8,350,0,85,18652,0,5664,26,201,12,0,0,0,54,1048,0,2817,202,199,607,120,3717,3511,46,8,227,77,0,242,1184,189,59,206,21540,1118,443,51,19897
"G1300590","2000","3","5","Georgia","13","Clarke","059",,,,,,,,,,,,,"0500","9999","9999",,,,,,,,"Clarke County",29,0,40,0,423,39,8,94,318,15,87,109,860,25,190,0,33,137,0,196,149,202,857,85,10600,17,1659,78,2314,422,9479,0,301,45,258,10,118,9031,29,2450,15,162,0,0,0,19,107,748,39,1600,154,40,596,98,2801,2747,12,6,52,0,0,1414,701,189,20,145,6572,703,322,69,33235
"G1300610","2000","3","5","Georgia","13","Clay","061",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Clay County",0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,28,0,121,0,8,0,46,0,100,0,0,0,0,0,0,145,0,14,0,0,0,0,0,0,0,0,0,7,0,0,0,5,18,19,0,0,0,0,0,28,1,10,0,0,375,0,0,0,1467
"G1300630","2000","3","5","Georgia","13","Clayton","063",,,,,,,,,,,,,"0520","9999","9999",,,,,,,,"Clayton County",14,8,8,0,385,7,0,17,76,0,65,49,367,7,118,0,35,23,6,55,89,127,1384,16,9571,4,1403,61,2002,456,9533,7,184,137,130,0,134,11647,21,2796,2,130,0,0,46,0,58,460,10,986,197,9,199,70,2177,2030,15,0,38,5,0,4725,415,77,10,68,19014,604,3113,53,135535
"G1300650","2000","3","5","Georgia","13","Clinch","065",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Clinch County",5,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,60,0,189,0,6,0,33,0,117,0,0,0,0,0,0,145,0,26,0,0,0,0,0,0,0,0,0,28,7,0,0,0,42,41,0,0,0,0,0,19,6,0,0,0,1556,0,0,0,2468
"G1300670","2000","3","5","Georgia","13","Cobb","067",,,,,,,,,,,,,"0520","9999","9999",,,,,,,,"Cobb County",184,27,104,5,2508,396,0,173,1487,19,775,1288,4511,302,1645,0,179,542,0,1351,803,1504,6968,764,67340,79,6854,456,14265,2955,66310,10,2277,405,2236,91,1811,64249,199,23328,170,857,79,0,14,42,303,4242,71,12333,1059,614,5363,926,13616,14818,217,262,888,118,18,9529,4959,1213,326,1172,59127,4059,6561,682,173369
"G1300690","2000","3","5","Georgia","13","Coffee","069",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Coffee County",0,0,0,0,80,0,0,0,0,0,0,0,84,0,49,0,0,0,0,0,0,0,216,0,1715,0,364,0,243,1,859,0,0,0,3,0,0,1949,0,329,0,6,0,0,0,0,0,44,0,99,0,3,18,0,313,317,0,4,6,0,0,178,6,45,0,20,7753,39,74,0,11737
"G1300710","2000","3","5","Georgia","13","Colquitt","071",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Colquitt County",0,0,0,0,30,0,0,7,37,0,12,20,41,0,16,0,12,0,0,0,2,7,288,33,2248,0,189,0,275,77,1077,0,15,0,21,8,7,2235,0,309,0,13,0,0,0,0,0,41,0,45,20,0,54,6,427,423,0,0,0,0,0,374,17,4,0,7,9059,38,13,0,12452
"G1300730","2000","3","5","Georgia","13","Columbia","073",,,,,,,,,,,,,"0600","9999","9999",,,,,,,,"Columbia County",29,0,37,0,182,36,0,7,129,0,55,16,429,7,203,0,0,17,0,203,55,163,1042,22,9373,0,872,170,2480,372,10516,0,117,0,289,0,83,10141,7,2927,4,135,0,12,4,0,22,641,14,1655,126,36,303,62,2066,1730,0,44,139,20,0,456,523,234,49,160,14759,504,162,40,19352
"G1300750","2000","3","5","Georgia","13","Cook","075",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Cook County",0,0,0,0,16,0,0,0,4,0,10,4,23,0,20,0,0,0,0,6,5,0,93,0,986,0,36,8,78,24,722,0,0,0,13,0,0,1068,0,136,0,0,0,0,0,0,0,25,0,55,1,0,9,0,166,57,0,0,0,0,0,266,13,0,0,0,2776,26,72,0,4230
"G1300770","2000","3","5","Georgia","13","Coweta","077",,,,,,,,,,,,,"0520","9999","9999",,,,,,,,"Coweta County",21,0,12,7,263,1,3,20,75,0,31,12,553,21,232,0,0,24,0,96,90,144,1062,0,8394,0,588,36,1599,322,7760,0,208,0,131,6,14,8399,10,1851,9,105,11,0,0,0,0,604,10,972,96,22,128,41,1793,1717,0,4,79,18,0,624,502,197,0,109,15517,312,160,20,20717
"G1300790","2000","3","5","Georgia","13","Crawford","079",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Crawford County",0,0,0,0,0,0,0,0,0,0,6,0,51,0,0,0,0,0,0,2,18,0,30,0,920,0,103,0,126,13,424,0,1,0,14,0,0,655,0,194,0,0,0,0,0,0,0,37,0,26,0,0,2,0,80,84,0,0,0,0,0,291,41,0,0,0,3360,37,0,0,4016
"G1300810","2000","3","5","Georgia","13","Crisp","081",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Crisp County",0,0,0,0,0,0,0,0,6,0,0,0,42,0,25,0,0,0,0,0,0,0,104,0,1449,0,158,0,56,12,743,0,10,0,0,0,0,1301,0,114,0,0,0,0,0,0,0,57,0,43,0,0,18,0,377,140,0,0,0,0,0,346,6,0,0,0,3122,44,9,0,9074
"G1300830","2000","3","5","Georgia","13","Dade","083",,,,,,,,,,,,,"1560","9999","9999",,,,,,,,"Dade County",3,0,0,0,7,0,0,0,11,0,1,0,71,0,11,0,0,3,0,0,8,8,413,0,1797,0,34,2,238,22,1188,0,10,0,15,0,0,1736,0,198,7,0,0,0,0,0,0,56,0,92,2,3,12,14,264,263,3,0,0,0,0,17,65,14,0,0,3348,113,7,0,2118
"G1300850","2000","3","5","Georgia","13","Dawson","085",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Dawson County",0,0,0,0,6,0,0,0,18,0,8,0,78,0,0,0,0,4,0,27,0,65,192,0,1612,0,162,8,330,16,1618,0,26,0,30,0,0,1739,0,319,0,5,0,0,0,0,0,133,6,152,48,18,69,8,291,384,0,7,0,0,0,0,172,9,0,14,3884,49,28,12,1414
"G1300870","2000","3","5","Georgia","13","Decatur","087",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Decatur County",2,0,0,0,61,0,0,0,4,0,0,0,19,0,12,0,0,29,0,0,0,33,190,0,1850,0,177,0,273,27,721,0,11,0,11,2,0,1465,0,106,0,0,0,0,0,0,21,77,0,55,0,0,22,0,346,157,0,0,0,0,0,248,39,7,0,16,5016,49,31,15,11448
"G1300890","2000","3","5","Georgia","13","DeKalb","089",,,,,,,,,,,,,"0520","9999","9999",,,,,,,,"DeKalb County",260,82,132,43,2355,255,4,194,1090,24,388,216,3355,192,821,0,269,409,0,796,359,1024,3498,993,40234,29,4974,281,8773,1429,34725,11,1430,1772,1356,66,404,31349,283,9565,139,848,24,16,9,43,332,2192,48,7006,534,542,5271,356,10472,9966,111,208,515,142,18,22438,3320,1323,364,882,25977,2565,15194,2598,361057
"G1300910","2000","3","5","Georgia","13","Dodge","091",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Dodge County",0,0,0,0,0,0,0,2,10,0,0,0,67,0,41,0,0,0,0,0,8,2,40,0,1167,0,94,0,125,9,322,0,0,0,0,0,0,876,0,134,0,0,0,0,0,0,0,31,0,5,8,0,0,0,211,162,0,0,0,0,0,121,0,14,0,8,4316,59,27,0,5673
"G1300930","2000","3","5","Georgia","13","Dooly","093",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Dooly County",0,0,0,0,0,0,0,2,0,0,0,0,3,0,3,0,0,0,0,8,0,0,37,0,479,0,34,0,31,2,203,0,0,0,2,0,7,408,0,44,0,0,0,0,14,0,0,10,0,4,0,0,0,8,48,76,0,0,0,0,0,123,3,3,5,0,1631,2,0,0,5710
"G1300950","2000","3","5","Georgia","13","Dougherty","095",,,,,,,,,,,,,"0120","9999","9999",,,,,,,,"Dougherty County",20,0,23,0,41,0,0,0,63,0,32,0,233,0,111,0,23,37,0,34,36,41,277,6,4585,20,710,31,842,185,3226,0,47,25,110,0,0,3739,0,797,0,18,0,0,6,0,22,263,15,425,6,21,47,18,1215,934,0,0,16,12,0,1452,198,78,11,14,8102,239,225,9,48406
"G1300970","2000","3","5","Georgia","13","Douglas","097",,,,,,,,,,,,,"0520","9999","9999",,,,,,,,"Douglas County",19,0,0,10,170,7,0,0,61,0,30,0,430,68,78,0,18,14,0,170,29,157,1116,0,8467,0,381,30,1364,282,7592,0,193,22,199,0,40,9804,0,1880,0,54,0,0,0,0,12,338,39,684,91,53,199,51,1569,1566,0,29,21,0,0,1097,428,78,20,259,16889,396,418,17,23559
"G1300990","2000","3","5","Georgia","13","Early","099",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Early County",0,0,0,0,0,8,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,36,0,657,0,68,0,69,53,238,0,8,0,0,0,0,523,0,25,0,0,0,0,0,0,0,10,0,8,0,0,0,24,75,65,0,0,0,0,0,71,5,0,0,0,1690,9,5,0,5129
"G1301010","2000","3","5","Georgia","13","Echols","101",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Echols County",0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,7,0,0,0,0,0,15,0,129,0,7,0,4,16,97,0,0,0,0,0,0,106,0,22,0,0,0,0,0,0,0,0,0,12,0,0,0,0,13,16,0,0,0,0,0,0,0,0,0,0,1502,0,0,0,982
"G1301030","2000","3","5","Georgia","13","Effingham","103",,,,,,,,,,,,,"7520","9999","9999",,,,,,,,"Effingham County",10,0,0,0,25,0,0,0,391,0,38,0,97,0,13,0,13,19,0,61,27,25,429,0,2962,0,184,7,769,142,4276,4,115,0,64,0,0,3550,0,876,0,17,0,0,0,0,0,230,0,327,38,0,20,2,611,683,0,0,19,8,0,156,196,35,0,22,7453,195,73,10,6288
"G1301050","2000","3","5","Georgia","13","Elbert","105",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Elbert County",0,0,0,0,0,0,0,0,0,0,0,0,56,0,25,0,31,0,0,7,26,0,111,0,1212,0,150,2,185,15,739,0,30,0,9,0,0,904,0,177,0,6,0,0,0,0,0,20,8,94,28,0,11,0,333,222,0,0,6,0,0,75,15,33,0,0,4057,12,4,0,6658
"G1301070","2000","3","5","Georgia","13","Emanuel","107",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Emanuel County",0,0,0,0,44,0,0,0,11,0,0,2,44,0,84,0,0,3,0,2,5,0,74,0,1057,0,280,7,92,1,320,0,40,0,16,0,0,929,0,68,0,0,0,0,0,0,0,14,3,17,9,0,2,0,92,90,0,0,0,0,0,166,13,2,0,0,6249,5,10,0,7577
"G1301090","2000","3","5","Georgia","13","Evans","109",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Evans County",13,0,0,0,0,0,0,0,6,0,12,0,7,0,12,0,0,0,0,10,0,0,25,0,520,0,26,0,124,0,340,0,2,0,0,0,0,488,0,71,0,0,0,0,0,0,0,16,0,14,17,0,22,7,128,64,0,0,0,0,0,38,20,5,0,2,2863,8,17,0,3669
"G1301110","2000","3","5","Georgia","13","Fannin","111",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Fannin County",0,0,0,0,50,7,0,0,10,0,31,0,47,0,15,0,6,9,0,2,3,16,415,0,2128,0,94,11,266,42,1192,0,19,0,23,0,0,2121,0,272,0,5,0,0,22,0,0,35,0,79,10,12,6,22,404,399,0,0,9,7,0,11,64,16,0,2,4902,96,0,11,1880
"G1301130","2000","3","5","Georgia","13","Fayette","113",,,,,,,,,,,,,"0520","9999","9999",,,,,,,,"Fayette County",57,0,8,0,213,102,0,19,141,0,73,60,831,0,311,0,57,107,0,186,82,499,1381,39,11417,8,1452,152,2795,704,11667,0,365,17,252,45,0,11785,0,3571,51,127,0,0,19,19,205,733,18,1913,103,101,245,160,2199,2277,22,14,221,0,0,691,1000,229,7,132,12010,533,459,15,17918
"G1301150","2000","3","5","Georgia","13","Floyd","115",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Floyd County",0,0,0,0,320,0,8,0,13,0,64,0,452,0,113,0,29,30,0,42,6,28,774,0,7189,15,890,24,803,155,4268,0,121,6,58,0,9,7032,51,854,0,5,0,0,6,0,0,220,10,376,15,10,59,77,1647,1351,0,0,12,0,0,509,223,45,27,23,18704,220,14,0,20145
"G1301170","2000","3","5","Georgia","13","Forsyth","117",,,,,,,,,,,,,"0520","9999","9999",,,,,,,,"Forsyth County",39,0,0,0,307,60,10,34,126,0,197,0,649,0,338,0,21,76,0,168,150,221,1546,112,13779,0,1141,72,2672,701,12993,0,342,0,651,8,138,13373,0,4176,30,180,5,0,13,0,32,879,41,2087,121,58,583,120,2577,3117,35,78,119,73,0,104,788,133,87,249,15792,678,65,67,11471
"G1301190","2000","3","5","Georgia","13","Franklin","119",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Franklin County",0,0,0,0,11,0,0,0,9,0,8,0,70,0,1,0,0,0,0,5,8,37,88,0,1382,0,71,12,192,35,1081,0,6,0,20,0,0,1416,8,218,0,0,0,0,0,0,0,30,0,73,27,0,37,0,404,206,0,0,7,0,0,46,111,8,0,10,6356,73,9,6,2666
"G1301210","2000","3","5","Georgia","13","Fulton","121",,,,,,,,,,,,,"0520","9999","9999",,,,,,,,"Fulton County",164,88,58,12,2713,444,6,311,1821,31,595,1352,4931,103,2038,16,140,452,23,1286,640,1782,6105,1191,64957,87,6685,668,13732,2554,59356,21,2718,248,2337,44,1501,55670,255,23909,291,1197,54,49,5,36,590,4131,76,11742,780,1006,8759,378,14496,16188,288,194,863,305,0,13395,5098,1493,655,1621,41110,3805,5664,734,364958
"G1301230","2000","3","5","Georgia","13","Gilmer","123",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Gilmer County",2,0,0,0,29,0,0,2,35,14,13,0,32,0,7,12,0,22,0,48,36,0,303,1,2479,0,61,10,393,55,1481,0,19,0,8,0,0,2390,0,279,2,9,0,0,0,0,6,47,16,196,13,0,37,12,629,207,0,8,15,0,0,0,109,24,0,8,4975,107,4,0,3476
"G1301250","2000","3","5","Georgia","13","Glascock","125",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Glascock County",10,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,93,0,0,0,7,0,64,0,0,0,0,0,2,188,0,6,0,0,0,0,0,0,0,15,0,7,2,0,0,0,0,5,0,0,0,0,0,4,5,0,0,2,830,0,0,0,395
"G1301270","2000","3","5","Georgia","13","Glynn","127",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Glynn County",15,0,0,0,92,0,0,0,113,0,9,0,503,0,301,0,0,17,0,44,114,129,653,7,7829,0,432,42,1818,260,5039,0,156,101,104,0,9,6018,0,1217,0,79,0,0,0,5,27,230,50,714,228,15,202,26,1800,1373,0,7,152,17,0,763,385,14,10,77,8520,426,65,36,19373
"G1301290","2000","3","5","Georgia","13","Gordon","129",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Gordon County",2,0,31,0,58,0,0,0,14,0,2,0,164,0,45,0,0,0,0,75,16,31,584,0,4106,0,181,0,674,99,2688,11,27,0,56,0,0,3627,0,453,0,33,0,0,0,0,0,92,0,162,34,24,36,8,676,731,0,0,0,0,0,58,108,30,0,20,10772,139,83,0,7759
"G1301310","2000","3","5","Georgia","13","Grady","131",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Grady County",14,0,0,0,0,0,0,0,20,0,0,0,20,0,7,0,7,0,0,3,6,9,100,0,1584,0,109,8,336,43,930,0,77,0,6,0,0,1417,0,249,0,0,0,0,0,0,0,79,0,76,19,0,12,0,313,349,0,0,0,0,0,103,17,0,0,0,4534,59,0,0,7775
"G1301330","2000","3","5","Georgia","13","Greene","133",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Greene County",0,0,0,0,19,0,0,0,3,0,18,0,35,0,17,0,0,0,0,10,0,22,116,0,1031,0,78,10,78,26,745,0,13,0,13,0,0,813,0,62,0,13,0,0,0,0,0,52,0,143,0,0,9,6,240,106,0,0,2,0,0,382,66,10,0,3,1740,56,0,6,5622
"G1301350","2000","3","5","Georgia","13","Gwinnett","135",,,,,,,,,,,,,"0520","9999","9999",,,,,,,,"Gwinnett County",223,274,45,10,2280,317,0,69,951,20,344,405,4034,114,1271,0,163,388,0,1229,682,1469,6778,253,62144,16,7236,588,12654,2763,61820,5,1976,497,1833,46,1143,59192,108,19492,154,807,3,0,36,15,334,3873,122,11172,984,2390,3851,523,12148,13689,207,137,837,182,0,8624,4521,1152,287,1597,61719,3198,4085,1383,181354
"G1301370","2000","3","5","Georgia","13","Habersham","137",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Habersham County",0,6,0,0,2,0,0,0,18,0,9,0,97,0,28,0,7,6,0,30,0,12,499,0,3364,0,365,25,449,119,2306,0,31,0,16,0,3,3340,0,402,0,11,0,0,0,0,16,87,0,190,0,0,18,12,706,560,0,2,24,5,0,67,103,49,0,17,7548,155,25,27,6273
"G1301390","2000","3","5","Georgia","13","Hall","139",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Hall County",57,0,0,0,123,16,0,10,146,0,59,9,583,0,132,11,45,0,0,90,50,142,1332,34,11684,0,1088,99,1855,645,9098,5,203,6,189,0,69,11634,0,2477,0,57,0,0,0,0,15,451,0,872,53,27,114,69,2173,2315,32,11,52,5,0,424,594,141,0,61,24142,386,25,12,40397
"G1301410","2000","3","5","Georgia","13","Hancock","141",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Hancock County",0,0,0,0,11,0,0,0,0,0,0,0,15,0,0,0,11,0,0,0,0,0,4,0,143,0,16,13,20,0,241,0,0,0,0,0,0,296,0,23,0,0,0,0,0,0,0,5,0,10,0,0,0,0,41,12,0,0,0,0,0,99,5,0,0,19,436,13,9,0,6008
"G1301430","2000","3","5","Georgia","13","Haralson","143",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Haralson County",14,0,0,0,56,0,0,0,7,0,19,0,33,0,16,0,0,0,0,26,0,0,403,0,2128,0,103,1,178,39,1186,0,65,0,54,8,0,2443,0,147,0,8,0,0,0,0,0,8,12,48,0,2,20,0,453,369,0,0,9,0,0,16,34,0,0,0,6404,51,18,0,3415
"G1301450","2000","3","5","Georgia","13","Harris","145",,,,,,,,,,,,,"1800","9999","9999",,,,,,,,"Harris County",3,0,0,0,7,0,0,0,7,0,16,0,112,0,22,0,0,0,0,22,29,44,334,6,2571,0,191,50,444,159,1636,0,0,0,30,0,0,2236,0,339,5,23,0,0,0,0,0,123,0,214,31,11,42,8,500,514,0,8,0,0,0,253,108,0,0,38,3867,104,16,0,5562
"G1301470","2000","3","5","Georgia","13","Hart","147",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Hart County",0,0,0,0,0,0,0,0,17,0,9,0,77,0,55,0,0,0,0,29,8,0,153,0,2070,0,145,57,190,27,1345,0,21,0,34,0,0,1803,0,299,0,7,0,0,0,0,0,70,9,164,7,3,10,0,433,377,0,0,0,0,0,127,54,13,0,16,4704,94,11,0,4841
"G1301490","2000","3","5","Georgia","13","Heard","149",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Heard County",0,0,0,0,0,0,0,0,14,0,0,0,3,0,38,0,0,0,0,14,0,0,123,0,776,0,53,0,110,2,405,0,6,0,0,0,0,836,0,78,0,0,0,0,0,3,11,42,0,64,0,0,13,0,156,69,0,0,0,0,0,23,10,0,0,0,3229,13,5,0,1935
"G1301510","2000","3","5","Georgia","13","Henry","151",,,,,,,,,,,,,"0520","9999","9999",,,,,,,,"Henry County",26,0,0,0,389,18,11,12,89,0,14,0,625,0,80,0,14,0,0,95,60,194,1600,0,11024,0,996,37,1891,453,10105,0,227,50,174,12,54,11101,12,3057,0,9,38,0,0,11,100,463,44,1218,101,36,238,74,2527,2597,8,16,67,8,0,773,514,187,7,61,20673,572,529,41,26360
"G1301530","2000","3","5","Georgia","13","Houston","153",,,,,,,,,,,,,"4680","9999","9999",,,,,,,,"Houston County",57,0,12,0,164,7,0,15,97,0,54,69,809,0,66,0,16,14,0,101,67,252,1201,4,10049,0,942,138,1920,502,9357,5,154,0,313,0,49,9389,42,2166,9,43,0,9,0,0,8,667,57,1101,125,34,235,58,2144,1787,0,18,63,0,0,1105,406,86,64,41,18281,444,264,50,34449
"G1301550","2000","3","5","Georgia","13","Irwin","155",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Irwin County",0,0,0,0,0,0,0,0,0,0,0,0,6,0,11,0,0,0,0,0,0,0,66,0,479,0,83,0,31,7,325,0,0,0,0,0,4,639,0,48,0,0,0,0,2,0,0,22,0,18,0,0,13,5,133,43,0,0,0,0,0,34,0,0,0,0,3048,0,0,6,2369
"G1301570","2000","3","5","Georgia","13","Jackson","157",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Jackson County",25,0,0,0,47,0,0,0,47,0,30,2,110,0,39,0,0,3,0,15,7,23,300,0,3365,0,323,36,487,122,2512,0,14,0,92,0,10,3554,0,587,0,37,0,0,0,0,9,104,6,300,41,9,69,18,675,633,3,0,10,9,0,198,162,21,9,22,9718,130,2,0,6491
"G1301590","2000","3","5","Georgia","13","Jasper","159",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Jasper County",0,0,0,0,8,7,0,0,0,12,0,0,18,0,0,0,0,0,0,6,0,0,80,0,921,0,73,0,199,38,592,0,8,0,8,0,0,939,0,83,0,9,0,0,0,0,0,74,0,42,4,0,0,0,114,221,0,0,0,0,0,56,15,0,0,0,2019,32,113,12,2996
"G1301610","2000","3","5","Georgia","13","Jeff Davis","161",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Jeff Davis County",17,0,0,0,0,0,0,0,0,0,27,0,40,0,0,0,0,0,0,15,8,0,25,0,657,0,14,0,18,0,336,0,0,0,0,0,0,729,0,114,0,0,0,0,0,0,0,0,0,32,22,0,0,0,87,101,0,0,0,0,0,27,5,0,0,0,3254,16,0,0,2494
"G1301630","2000","3","5","Georgia","13","Jefferson","163",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Jefferson County",0,0,0,0,0,0,8,43,25,0,0,0,17,0,5,0,0,0,0,0,0,0,155,0,782,0,24,4,102,6,291,0,0,0,0,0,8,590,0,123,0,0,0,0,0,0,0,21,0,52,7,0,24,0,190,87,0,0,0,0,0,275,29,34,0,0,2536,0,25,0,8773
"G1301650","2000","3","5","Georgia","13","Jenkins","165",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Jenkins County",0,0,0,0,0,0,0,0,8,0,0,0,0,0,16,0,0,0,0,0,0,0,30,0,571,0,22,0,83,0,206,0,0,0,0,0,0,482,0,66,0,0,0,0,0,0,0,0,0,0,5,0,7,0,88,112,0,0,0,0,0,82,14,0,0,0,1353,0,0,0,3200
"G1301670","2000","3","5","Georgia","13","Johnson","167",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Johnson County",0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,297,0,18,0,39,0,88,0,0,0,0,0,0,423,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,42,10,0,0,0,0,0,84,0,0,0,0,1886,6,5,0,2628
"G1301690","2000","3","5","Georgia","13","Jones","169",,,,,,,,,,,,,"4680","9999","9999",,,,,,,,"Jones County",6,0,0,0,43,0,0,8,36,0,0,3,40,0,6,0,3,7,0,14,0,29,176,0,1862,0,173,4,292,30,923,0,32,0,9,0,24,1565,0,376,0,15,0,0,0,0,0,71,0,50,20,0,0,2,308,266,0,7,4,0,0,188,61,15,0,8,4327,82,9,13,7257
